district_id,district_name,state_name,health_subscore,education_subscore,priority_index,priority_tier,dominant_driver,institutional_births_pct,full_immunization_pct,household_sanitation_pct,health_insurance_pct,overall_literacy,pct_schools_electricity,pct_schools_water,pct_schools_road_connected,stunted_pct,wasted_pct,underweight_pct,child_anaemia_pct,dropout_rate_pct,true_pupil_teacher_ratio,literacy_gender_gap,dropout_gender_gap,toilet_gender_gap,pct_sc_population,pct_st_population,primary_pupil_teacher_ratio,predicted_tier,prediction_correct
347,TIKAMGARH,MADHYA PRADESH,45.23710482529118,42.90072102052135,44.068912922906264,Medium,Both equally,89.80,79.00,56.60,40.50,62.57,14.00,99.90,94.00,27.50,19.70,34.90,67.50,0.34,33.86,22.59,-0.05,-2,25.02,4.70,833.00,Medium,true
257,BELLARY,KARNATAKA,37.770382695507486,46.67221297836938,42.22129783693843,Medium,Education-driven,95.70,71.50,64.10,25.70,67.85,96.60,100.00,89.20,36.10,22.90,36.50,67.50,1.19,33.76,18.96,-0.29,12,21.10,18.41,484.00,Medium,true
323,JHABUA,MADHYA PRADESH,35.37853577371048,30.698835274542432,33.03868552412646,Low,Both equally,92.90,88.90,57.60,43.70,44.45,13.10,94.90,89.90,49.30,17.90,41.70,80.10,0.48,33.73,20.41,-0.04,27,1.70,87.00,1178.00,Low,true
616,BIJNOR,UTTAR PRADESH,58.94342762063228,54.04880754298392,56.4961175818081,Medium,Both equally,83.70,90.60,78.20,18.80,70.43,48.10,99.70,99.20,36.20,9.40,21.90,60.90,0.85,33.41,17.25,-0.15,64,21.38,0.08,1508.00,Medium,true
625,FARRUKHABAD,UTTAR PRADESH,28.327787021630616,40.43261231281198,34.3801996672213,Low,Education-driven,69.30,68.50,72.60,13.50,70.57,32.80,98.70,90.10,47.80,14.30,31.10,77.10,0.92,33.39,18.83,-0.09,28,16.59,0.01,928.00,Medium,false
707,UTTAR DINAJPUR,WEST BENGAL,33.96422628951747,40.43261231281198,37.198419301164726,Medium,Education-driven,76.90,84.40,63.80,21.00,60.13,55.10,99.80,80.70,44.80,16.00,32.00,77.20,0.73,33.34,13.50,-0.22,16,26.87,5.41,1156.00,Medium,true
618,BULANDSHAHR,UTTAR PRADESH,46.96339434276206,53.66056572379369,50.31198003327788,Medium,Education-driven,83.50,67.30,81.50,20.50,70.23,53.60,99.70,95.40,37.60,13.80,26.50,64.10,0.46,33.26,25.92,-0.13,70,20.74,0.01,1365.00,Medium,true
658,MUZAFFARNAGAR,UTTAR PRADESH,41.65973377703827,59.290072102052136,50.4749029395452,Medium,Education-driven,87.00,69.50,80.10,8.20,70.11,71.30,100.00,97.80,29.80,20.70,29.90,65.40,0.47,33.24,19.11,-0.13,53,13.55,0.01,1026.00,Medium,true
647,LALITPUR,UTTAR PRADESH,34.71297836938436,52.135330005546315,43.424154187465334,Medium,Education-driven,90.80,70.80,64.20,11.70,64.95,40.70,100.00,95.50,46.60,18.70,34.80,56.00,0.37,33.15,24.15,-0.05,11,19.69,5.86,936.00,Medium,true
673,SULTANPUR,UTTAR PRADESH,51.10232945091514,35.940099833610645,43.52121464226289,Medium,Health-driven,87.00,80.20,65.10,20.70,71.14,32.50,96.30,96.00,33.40,10.70,28.30,62.30,1.69,33.1,21.82,-0.25,46,22.43,0.02,1547.00,Medium,true
233,DUMKA,JHARKHAND,23.772878535773714,17.554076539101498,20.663477537437608,Low,Health-driven,60.30,78.90,41.50,45.40,62.54,10.10,94.30,48.00,38.20,27.80,44.90,75.10,1.31,32.96,25.57,-0.55,7,6.03,43.22,914.00,Low,true
168,SURAT,GUJARAT,47.42096505823628,70.49362174154187,58.957293399889075,Medium,Education-driven,97.70,92.80,82.00,31.60,86.65,100.00,100.00,99.30,36.10,26.00,32.50,83.60,1.01,32.73,10.03,-0.13,12,2.60,14.09,466.00,Medium,true
640,KANNAUJ,UTTAR PRADESH,20.549084858569053,50.52689961175818,35.537992235163614,Low,Education-driven,76.40,55.80,70.10,15.30,74.01,40.90,99.90,90.90,43.00,21.50,33.50,79.60,0.75,32.26,17.90,-0.18,22,18.71,0.00,1010.00,Low,true
264,DAKSHINA KANNADA,KARNATAKA,68.9683860232945,61.42540210759844,65.19689406544647,High,Health-driven,100.00,86.80,97.10,36.30,88.62,100.00,100.00,95.60,25.10,30.50,26.40,51.10,1.55,32.2,9.27,-0.56,1,7.09,3.94,222.00,High,true
604,AMBEDKAR NAGAR,UTTAR PRADESH,49.60482529118137,49.611758180809765,49.608291735995564,Medium,Both equally,92.20,75.10,63.60,23.00,74.37,35.10,96.20,95.70,31.10,17.80,29.20,54.90,0.52,32.13,19.33,-0.12,80,24.65,0.03,1201.00,Medium,true
639,JYOTIBA PHULE NAGAR,UTTAR PRADESH,29.263727121464232,55.46311702717693,42.36342207432058,Medium,Education-driven,81.10,72.90,78.90,8.30,65.70,55.20,99.90,98.40,42.20,22.50,35.40,69.60,0.54,32.1,22.76,-0.06,26,17.28,0.01,867.00,Medium,true
627,FIROZABAD,UTTAR PRADESH,35.06655574043261,54.631170271769264,44.84886300610094,Medium,Education-driven,80.10,67.10,69.00,13.40,74.60,50.80,98.90,98.60,46.90,9.50,25.60,73.90,0.85,31.84,18.28,-0.12,14,18.97,0.10,1073.00,Medium,true
324,KATNI,MADHYA PRADESH,25.29118136439268,31.558513588463672,28.424847476428177,Low,Education-driven,91.80,86.00,53.50,18.10,73.62,20.90,93.10,93.30,49.50,21.80,44.00,78.70,1.54,31.72,21.73,-0.44,12,12.05,24.59,403.00,Low,true
187,MEWAT,HARYANA,24.209650582362727,49.33444259567387,36.7720465890183,Medium,Education-driven,74.60,53.80,71.70,11.50,56.14,89.60,99.70,94.60,44.40,14.20,37.30,76.40,0.69,31.72,35.40,-0.21,46,6.91,0.00,351.00,Medium,true
148,BOTAD,GUJARAT,37.416805324459226,51.46977260122019,44.44328896283971,Medium,Education-driven,93.50,65.10,72.00,38.00,null,99.70,99.40,98.90,32.20,26.00,32.30,75.50,0.96,31.66,null,-0.06,-1,null,null,28.00,Medium,true
151,DOHAD,GUJARAT,17.470881863560738,50.471436494731,33.97115917914587,Low,Education-driven,92.50,66.20,35.90,40.30,60.60,99.80,100.00,89.10,55.30,27.80,53.00,87.20,0.85,31.51,23.12,-0.21,12,1.95,74.32,306.00,Low,true
253,BAGALKOT,KARNATAKA,36.14808652246256,51.35884636716583,43.753466444814194,Medium,Education-driven,95.20,78.60,51.30,22.30,69.39,98.20,100.00,93.60,48.30,16.90,42.30,63.80,1.22,31.49,21.61,-0.28,19,16.89,5.14,342.00,Medium,true
251,SARAIKELA-KHARSAWAN,JHARKHAND,28.910149750415975,20.549084858569053,24.729617304492514,Low,Health-driven,81.80,80.90,60.90,63.10,68.85,12.30,94.50,56.60,40.00,32.90,48.70,76.10,1.40,30.96,24.82,-0.20,-34,5.28,35.18,445.00,Low,true
343,SHEOPUR,MADHYA PRADESH,27.017470881863563,33.083749306711034,30.0506100942873,Low,Education-driven,84.20,65.80,48.00,27.10,58.02,20.30,100.00,92.70,45.80,16.20,37.70,71.60,1.45,30.78,25.85,-0.51,25,15.76,23.47,417.00,Low,true
249,RANCHI,JHARKHAND,42.84525790349417,25.291181364392674,34.06821963394342,Low,Health-driven,87.30,73.80,77.20,43.90,77.13,22.90,94.20,58.80,28.30,32.70,40.60,62.80,1.78,30.71,17.43,-1.36,46,5.25,35.76,880.00,Low,true
657,MORADABAD,UTTAR PRADESH,45.65307820299501,51.83028286189684,48.741680532445926,Medium,Education-driven,80.30,84.50,79.00,17.10,58.67,46.60,100.00,98.90,34.70,19.10,27.00,67.60,0.78,30.67,17.20,-0.05,36,15.33,0.01,1215.00,Medium,true
610,BALLIA,UTTAR PRADESH,21.256239600665555,46.31170271769273,33.783971159179146,Low,Education-driven,90.00,62.20,61.70,10.60,73.82,26.10,97.80,95.60,43.80,21.90,42.50,71.60,0.75,30.65,23.47,-0.23,65,15.27,3.40,1321.00,Low,true
606,AURAIYA,UTTAR PRADESH,43.09484193011647,55.62950637825845,49.36217415418746,Medium,Education-driven,90.10,82.50,74.30,18.40,80.25,49.00,100.00,95.10,39.70,19.40,32.60,64.20,1.01,30.58,15.40,-0.38,22,28.39,0.01,732.00,Medium,true
145,BANAS KANTHA,GUJARAT,22.982529118136437,52.27398779811424,37.62825845812534,Medium,Education-driven,92.90,43.50,53.90,41.00,66.39,99.40,100.00,89.80,39.00,25.50,44.10,79.00,0.89,30.41,26.87,-0.30,23,10.49,9.11,296.00,Low,false
663,SAHARANPUR,UTTAR PRADESH,48.75207986688852,54.76982806433722,51.76095396561287,Medium,Education-driven,81.70,89.20,83.80,11.80,72.03,67.10,97.70,98.40,28.80,22.00,26.70,68.10,0.69,30.38,16.47,-0.29,27,22.05,0.03,1056.00,Medium,true
273,KOPPAL,KARNATAKA,28.702163061564058,45.59068219633943,37.14642262895174,Medium,Education-driven,90.70,84.80,58.80,20.60,67.28,92.90,100.00,89.60,49.10,23.10,45.80,70.70,1.30,30.26,21.99,-0.33,22,18.61,11.82,254.00,Medium,true
237,GUMLA,JHARKHAND,38.64392678868552,26.816417082640044,32.73017193566278,Low,Health-driven,83.80,85.30,50.10,51.70,66.92,8.10,90.10,37.30,40.20,20.10,38.70,65.80,0.46,30.08,19.90,-0.06,22,3.17,68.94,619.00,Low,true
584,RANGA REDDY,TELANGANA,58.02828618968386,55.04714364947309,56.53771491957848,Medium,Both equally,97.20,85.80,81.10,58.30,78.05,89.00,94.90,92.40,37.80,13.90,29.50,75.80,0.29,30.01,12.18,-0.04,49,12.31,4.13,1463.00,Medium,true
636,JALAUN,UTTAR PRADESH,36.62645590682196,58.402662229617306,47.51455906821963,Medium,Education-driven,85.10,66.20,80.20,17.60,75.16,44.70,100.00,93.80,45.10,19.50,36.10,55.20,0.25,29.97,21.01,-0.09,47,27.70,0.05,1139.00,Medium,true
268,GULBARGA,KARNATAKA,26.55990016638935,43.23349972268442,34.896699944536884,Low,Education-driven,88.70,75.30,36.50,17.40,65.65,93.40,99.80,89.60,34.50,25.00,36.20,75.10,1.31,29.96,null,-0.27,23,25.28,2.54,562.00,Medium,false
147,BHAVNAGAR,GUJARAT,37.58319467554076,67.33222407099278,52.457709373266766,Medium,Education-driven,94.20,74.30,72.90,32.20,76.84,100.00,100.00,99.10,32.60,29.60,39.50,71.50,0.94,29.96,19.23,-0.22,17,5.45,0.32,92.00,Medium,true
276,RAICHUR,KARNATAKA,26.78868552412645,43.732667775929,35.260676650027726,Low,Education-driven,88.90,80.20,53.00,17.80,60.46,98.30,100.00,79.60,39.80,23.20,40.70,73.60,1.07,29.95,21.79,-0.28,19,20.79,19.03,442.00,Medium,false
613,BARA BANKI,UTTAR PRADESH,29.61730449251248,46.561286744315034,38.08929561841376,Medium,Education-driven,76.00,64.40,62.40,14.60,63.76,35.20,98.40,100.00,41.90,18.10,31.90,65.50,0.97,29.42,18.39,-0.38,36,26.52,0.02,1382.00,Medium,true
248,RAMGARH,JHARKHAND,42.803660565723796,28.729894620077648,35.76677759290072,Low,Health-driven,79.00,81.80,64.20,49.70,73.92,30.50,96.00,63.40,35.30,23.50,35.30,59.70,1.52,29.38,20.02,-0.57,59,11.20,21.19,287.00,Medium,false
699,MURSHIDABAD,WEST BENGAL,44.65474209650582,41.541874653355514,43.09830837493067,Medium,Both equally,87.00,90.00,69.70,28.40,67.53,64.40,99.70,87.20,39.80,16.30,32.40,72.10,1.20,29.37,7.14,-0.34,99,12.64,1.28,1862.00,Medium,true
164,PATAN,GUJARAT,40.43261231281197,59.40099833610649,49.91680532445923,Medium,Education-driven,98.60,81.00,73.10,50.20,73.47,100.00,100.00,94.50,50.50,20.90,42.30,76.20,1.05,29.34,22.27,-0.34,10,9.18,0.99,59.00,Medium,true
698,MALDAH,WEST BENGAL,38.04076539101498,37.10482529118136,37.57279534109817,Medium,Both equally,87.70,87.20,62.00,29.00,62.71,62.50,99.50,81.30,40.50,20.00,35.30,71.00,1.18,29.13,9.43,-0.28,62,20.94,7.87,1317.00,Medium,true
372,NASHIK,MAHARASTRA,26.663893510815313,60.732113144758735,43.69800332778702,Medium,Education-driven,90.50,70.40,68.30,14.70,80.96,87.10,100.00,98.00,42.20,27.20,44.80,67.30,1.18,29.11,14.60,-0.32,34,9.08,25.62,980.00,Medium,true
602,ALIGARH,UTTAR PRADESH,46.33943427620632,55.5185801442041,50.929007210205214,Medium,Education-driven,82.60,70.10,69.40,17.60,69.61,47.00,99.30,98.10,35.00,10.90,26.30,62.60,0.45,29.06,22.76,-0.12,37,20.56,0.02,1388.00,Medium,true
266,DHARWAD,KARNATAKA,50.22878535773711,56.10094287298946,53.16486411536329,Medium,Education-driven,99.70,87.60,79.30,24.50,80.30,96.40,100.00,92.60,45.20,16.50,40.40,67.20,1.28,29.01,13.26,-0.27,16,9.63,4.74,151.00,Medium,true
329,MORENA,MADHYA PRADESH,44.571547420965054,36.85524126455907,40.71339434276206,Medium,Health-driven,94.80,69.70,62.70,36.30,72.07,27.50,94.70,92.00,40.00,10.10,29.60,74.70,1.10,28.99,26.56,-0.28,17,21.44,0.87,968.00,Medium,true
256,BELGAUM,KARNATAKA,40.74459234608985,57.37659456461454,49.0605934553522,Medium,Education-driven,97.50,81.40,67.70,20.70,73.94,97.80,100.00,94.90,32.80,23.60,36.90,72.70,1.10,28.88,18.16,-0.29,16,12.08,6.22,240.00,Medium,true
143,ANAND,GUJARAT,36.41846921797004,68.19190238491403,52.305185801442036,Medium,Education-driven,96.00,77.00,82.10,36.20,85.79,100.00,100.00,99.60,38.40,28.60,46.60,78.40,1.35,28.79,15.47,-0.32,7,4.99,1.19,94.00,Medium,true
309,BURHANPUR,MADHYA PRADESH,36.917637271214645,40.95951192457016,38.9385745978924,Medium,Both equally,90.70,91.70,74.00,42.20,65.28,34.50,99.20,88.80,38.70,27.90,47.20,77.90,0.79,28.75,15.98,0.01,11,8.48,30.36,261.00,Medium,true
127,MUNGELI,CHHATTISGARH,55.74043261231281,39.018302828618964,47.379367720465886,Medium,Health-driven,69.80,79.70,80.70,68.00,null,59.80,99.90,90.50,30.10,17.70,30.60,62.00,1.16,28.62,null,-0.20,11,null,null,354.00,Medium,true
337,SAGAR,MADHYA PRADESH,34.213810316139764,35.579589572934,34.89669994453688,Low,Both equally,86.90,75.90,68.80,27.50,77.52,22.50,95.20,92.10,42.70,15.20,35.80,83.30,1.50,28.46,18.59,-0.30,69,21.09,9.33,716.00,Medium,false
163,PANCH MAHALS,GUJARAT,26.123128119800334,53.63283416528009,39.87798114254021,Medium,Education-driven,88.40,95.40,58.90,34.00,72.32,100.00,100.00,91.80,47.10,35.70,51.90,91.00,1.35,28.23,24.12,-0.29,13,4.20,30.18,88.00,Medium,true
252,SIMDEGA,JHARKHAND,35.399334442595666,22.87853577371048,29.138935108153074,Low,Health-driven,75.70,79.30,71.30,60.60,67.59,7.50,88.90,30.30,42.20,21.10,37.00,75.40,0.91,28.2,16.46,-0.09,-20,7.45,70.78,345.00,Low,true
240,KHUNTI,JHARKHAND,28.09900166389351,12.45146977260122,20.275235718247366,Low,Health-driven,73.80,71.90,55.20,58.20,64.51,9.90,87.10,54.00,38.50,32.10,44.00,66.90,2.29,28.17,21.62,-0.27,5,4.52,73.25,277.00,Low,true
312,DAMOH,MADHYA PRADESH,26.580698835274546,28.535773710482527,27.55823627287854,Low,Both equally,85.00,60.80,40.60,21.60,70.92,15.50,91.20,84.10,40.30,16.20,32.30,76.30,1.14,28.02,21.10,-0.32,-35,19.49,13.15,415.00,Low,true
621,DEORIA,UTTAR PRADESH,32.9242928452579,45.75707154742096,39.34068219633943,Medium,Education-driven,93.40,64.20,69.10,10.50,73.53,32.40,95.00,96.50,36.80,26.50,39.40,54.90,0.87,27.99,24.73,-0.37,73,15.11,3.54,1203.00,Medium,true
229,BOKARO,JHARKHAND,39.64226289517471,32.64004437049362,36.14115363283416,Medium,Health-driven,80.90,71.00,64.40,44.70,73.48,21.60,96.50,62.20,36.20,19.70,32.30,66.50,0.94,27.98,23.04,-0.36,31,14.51,12.40,637.00,Medium,true
267,GADAG,KARNATAKA,34.10981697171381,52.9118136439268,43.51081530782031,Medium,Education-driven,96.20,74.30,55.20,28.30,75.18,99.40,100.00,95.50,45.20,18.20,39.80,70.30,2.24,27.92,19.60,-0.51,17,16.36,5.79,112.00,Medium,true
169,SURENDRANAGAR,GUJARAT,24.459234608985025,54.575707154742105,39.51747088186357,Medium,Education-driven,85.60,62.50,63.80,50.40,73.19,99.80,100.00,94.40,39.20,27.10,41.80,81.00,1.47,27.91,21.27,-0.33,7,10.22,1.22,78.00,Medium,true
157,KHEDA,GUJARAT,27.412645590682196,66.02884082085414,46.72074320576817,Medium,Education-driven,95.20,69.00,63.30,32.20,84.31,99.90,100.00,97.20,37.30,30.90,39.50,85.10,1.18,27.88,18.73,-0.32,-2,5.03,1.75,113.00,Medium,true
172,VADODARA,GUJARAT,43.28202995008319,69.02384914032167,56.15293954520243,Medium,Education-driven,95.90,84.90,85.60,41.70,81.21,100.00,100.00,99.40,42.30,20.10,39.90,86.40,1.11,27.8,13.19,-0.36,15,5.32,27.61,142.00,Medium,true
301,ALIRAJPUR,MADHYA PRADESH,50.49916805324459,37.54853022739878,44.02384914032169,Medium,Health-driven,83.20,84.10,84.70,42.50,37.22,8.50,100.00,88.40,34.60,15.40,31.60,76.40,0.59,27.73,12.63,-0.14,19,3.69,88.98,840.00,Medium,true
258,BIDAR,KARNATAKA,37.99916805324459,47.47642817526344,42.73779811425402,Medium,Education-driven,99.00,74.80,56.50,21.40,71.01,91.30,100.00,90.70,36.80,22.10,36.10,69.30,1.49,27.71,18.28,-0.18,12,23.47,13.85,296.00,Medium,true
624,FAIZABAD,UTTAR PRADESH,49.45923460898502,49.44536882972822,49.45230171935662,Medium,Both equally,89.10,68.70,64.40,19.80,70.63,39.20,99.00,94.90,30.60,12.40,27.50,57.70,0.74,27.61,19.49,-0.13,116,22.46,0.04,1172.00,Medium,true
564,HYDERABAD,TELANGANA,65.869384359401,61.25901275651692,63.56419855795896,High,Both equally,98.30,73.80,84.40,48.90,80.96,93.50,98.30,97.70,30.40,17.70,18.90,63.60,0.80,27.59,4.93,-0.03,86,6.29,1.24,1087.00,High,true
156,KACHCHH,GUJARAT,48.128119800332776,56.96062118691071,52.54437049362174,Medium,Education-driven,97.40,70.20,85.80,34.30,71.58,99.20,100.00,91.60,37.50,20.20,33.40,68.60,0.91,27.58,18.98,-0.28,27,12.37,1.16,223.00,Medium,true
310,CHHATARPUR,MADHYA PRADESH,24.396838602329453,39.73932334997227,32.06808097615086,Low,Education-driven,85.20,72.90,55.50,17.10,64.90,23.50,99.80,92.40,45.10,17.50,34.60,87.20,1.01,27.56,19.86,-0.17,70,23.00,4.18,712.00,Low,true
363,JALGAON,MAHARASTRA,17.7828618968386,65.08596783139213,41.43441486411536,Medium,Education-driven,86.50,61.30,59.70,11.90,79.73,86.70,100.00,99.70,36.30,30.50,36.90,85.20,1.02,27.45,17.05,-0.41,32,9.20,14.29,646.00,Medium,true
497,BARMER,RAJASTHAN,66.43094841930116,30.366056572379367,48.39850249584026,Medium,Health-driven,93.30,92.90,83.60,97.80,57.49,34.50,97.10,67.80,39.10,11.50,31.70,67.10,0.89,27.37,31.29,-0.19,69,16.76,6.77,2060.00,Medium,true
344,SHIVPURI,MADHYA PRADESH,34.8377703826955,32.11314475873544,33.47545757071547,Low,Both equally,94.50,63.10,55.50,38.90,63.73,17.40,98.90,88.20,39.20,18.40,36.10,70.50,1.13,27.36,26.73,-0.27,84,18.63,13.20,726.00,Low,true
158,MAHESANA,GUJARAT,39.24708818635607,69.30116472545757,54.274126455906824,Medium,Education-driven,97.30,79.60,72.10,40.70,84.26,99.80,100.00,97.80,31.00,28.20,41.40,86.00,0.92,27.31,15.76,-0.23,12,7.98,0.46,47.00,Medium,true
270,HAVERI,KARNATAKA,56.11480865224625,60.177481974486966,58.14614531336661,Medium,Both equally,97.20,95.70,68.90,28.80,77.60,99.10,100.00,99.00,29.90,17.70,35.00,66.90,1.72,27.08,13.57,-0.48,23,13.77,8.85,149.00,Medium,true
316,DINDORI,MADHYA PRADESH,35.37853577371048,22.21297836938436,28.79575707154742,Low,Health-driven,77.60,80.30,47.90,47.20,65.47,10.70,87.20,85.80,38.90,15.80,33.60,78.10,1.40,27.02,24.11,-0.47,17,5.65,64.70,523.00,Low,true
341,SHAHDOL,MADHYA PRADESH,42.94925124792013,39.73932334997227,41.3442872989462,Medium,Both equally,85.60,86.10,61.40,58.40,68.36,22.30,98.70,95.90,44.00,20.40,39.20,57.30,1.17,27,20.14,-0.21,31,8.42,44.65,509.00,Medium,true
113,BEMETARA,CHHATTISGARH,64.6838602329451,47.836938435940105,56.260399334442596,Medium,Health-driven,95.00,93.40,80.50,63.40,null,98.00,99.60,90.40,38.40,16.40,27.60,61.80,0.70,26.95,null,-0.12,3,null,null,365.00,Medium,true
173,VALSAD,GUJARAT,47.31697171381032,71.8801996672213,59.59858569051581,Medium,Education-driven,96.50,91.10,85.30,40.60,80.94,99.90,100.00,99.50,37.80,23.20,34.80,87.60,0.86,26.89,11.52,-0.19,11,2.24,52.93,129.00,Medium,true
375,PARBHANI,MAHARASTRA,18.69800332778702,42.23516361619523,30.466583471991125,Low,Education-driven,85.60,52.00,60.10,10.50,75.22,72.80,94.90,96.30,37.60,22.80,41.80,75.40,2.21,26.67,21.39,-0.39,26,13.47,2.21,259.00,Low,true
345,SIDHI,MADHYA PRADESH,34.130615640599004,32.83416528008874,33.48239046034387,Low,Both equally,83.80,78.20,44.70,26.10,66.09,17.70,96.00,95.10,39.10,16.60,32.80,72.50,1.31,26.65,21.27,-0.31,158,11.55,27.80,603.00,Low,true
364,JALNA,MAHARASTRA,26.66389351081531,54.076539101497495,40.3702163061564,Medium,Education-driven,92.80,54.30,63.60,9.70,73.61,70.20,100.00,96.40,38.00,22.20,39.00,68.30,1.25,26.62,23.97,-0.27,16,13.90,2.16,392.00,Medium,true
280,UDUPI,KARNATAKA,78.88935108153078,58.01442041042706,68.45188574597891,High,Health-driven,98.90,89.90,94.50,50.90,86.29,99.00,100.00,93.80,23.10,17.60,21.00,58.30,1.83,26.45,10.28,-0.46,18,6.41,4.49,109.00,High,true
171,THE DANGS,GUJARAT,30.158069883527457,60.23294509151413,45.19550748752079,Medium,Education-driven,74.50,91.30,71.70,44.30,76.80,100.00,100.00,99.80,37.60,40.90,53.10,82.40,2.51,26.35,16.23,-0.20,2,0.44,94.65,30.00,Medium,true
177,FARIDABAD,HARYANA,62.58319467554076,72.76760953965612,67.67540210759844,High,Education-driven,92.50,69.50,84.20,32.80,83.04,98.00,99.80,98.90,28.90,8.00,19.50,68.40,0.25,26.18,14.77,-0.02,18,12.37,0.00,297.00,High,true
260,CHAMARAJANAGAR,KARNATAKA,60.98169717138103,43.28896283971159,52.13533000554631,Medium,Health-driven,100.00,93.30,75.20,34.40,61.12,93.60,100.00,86.60,32.20,18.00,28.70,68.70,1.31,26.15,13.56,-0.37,27,25.42,11.78,114.00,Medium,true
307,BHIND,MADHYA PRADESH,50.41597337770383,40.654464780920684,45.535219079312256,Medium,Health-driven,93.50,70.70,79.90,31.00,76.59,26.80,94.50,87.10,32.20,12.40,29.00,75.60,0.86,26.15,23.24,-0.15,28,22.01,0.36,616.00,Medium,true
623,ETAWAH,UTTAR PRADESH,44.80033277870217,54.0765391014975,49.438435940099836,Medium,Education-driven,85.20,77.70,78.10,17.90,79.99,46.40,99.50,97.90,38.80,13.90,24.30,74.00,1.28,26.06,16.48,-0.13,22,24.55,0.01,730.00,Medium,true
303,ASHOKNAGAR,MADHYA PRADESH,42.51247920133111,34.581253466444814,38.54686633388796,Medium,Health-driven,91.30,69.10,53.70,34.20,67.90,18.60,98.10,79.00,32.60,19.70,31.10,59.70,0.79,26.06,26.02,0.25,-46,20.80,9.71,324.00,Medium,true
166,RAJKOT,GUJARAT,52.703826955074874,71.27010537992236,61.986966167498615,Medium,Education-driven,99.30,84.90,85.40,45.10,82.20,99.90,99.40,99.20,38.90,17.60,37.00,77.00,0.67,25.9,13.41,-0.13,29,7.63,0.63,145.00,Medium,true
336,REWA,MADHYA PRADESH,28.8477537437604,42.90072102052135,35.874237382140876,Medium,Education-driven,80.40,70.30,46.10,29.40,73.42,29.10,97.60,86.40,37.00,18.70,31.50,78.00,0.72,25.87,21.21,-0.25,-149,16.22,13.19,1115.00,Low,false
674,UNNAO,UTTAR PRADESH,30.470049916805323,55.2967276760954,42.88338879645036,Medium,Education-driven,80.80,58.60,60.30,15.30,68.29,39.70,99.60,100.00,39.20,12.10,29.30,76.00,0.81,25.86,18.52,-0.11,46,30.52,0.09,1274.00,Medium,true
162,NAVSARI,GUJARAT,47.67054908485857,70.18857459789241,58.92956184137549,Medium,Education-driven,99.30,95.00,80.10,42.00,84.78,100.00,100.00,99.00,36.80,29.00,43.60,75.30,1.15,25.84,10.76,-0.30,1,2.67,48.11,49.00,Medium,true
626,FATEHPUR,UTTAR PRADESH,19.945923460898502,42.45701608430394,31.20146977260122,Low,Education-driven,81.40,55.70,63.10,16.80,68.78,27.00,96.70,94.60,51.10,17.80,38.00,78.10,0.82,25.77,20.93,-0.26,33,24.75,0.01,1087.00,Low,true
359,DHULE,MAHARASTRA,17.054908485856906,55.93455352190794,36.49473100388242,Medium,Education-driven,77.20,56.60,58.90,19.80,74.61,86.30,99.80,98.30,37.60,38.90,46.00,72.20,1.35,25.57,16.38,-0.50,27,6.22,31.56,431.00,Low,false
327,MANDLA,MADHYA PRADESH,48.35690515806988,30.782029950083196,39.56946755407654,Medium,Health-driven,87.60,88.90,58.40,42.60,68.28,10.50,94.80,89.90,32.10,15.90,33.00,70.20,1.13,25.57,22.30,-0.16,2,4.59,57.88,573.00,Medium,true
247,PURBI SINGHBHUM,JHARKHAND,44.65474209650583,33.91569606211869,39.285219079312256,Medium,Health-driven,94.00,88.80,70.20,50.70,76.13,28.10,95.20,62.90,35.90,29.40,41.60,67.40,1.16,25.45,17.18,-0.32,19,4.86,28.51,485.00,Medium,true
46,DHUBRI,ASSAM,27.47504159733777,28.840820854132,28.157931225734885,Low,Both equally,64.20,71.60,61.80,59.40,59.36,15.00,100.00,78.20,48.50,21.50,37.80,73.10,1.39,25.41,9.94,-0.56,154,3.61,0.33,1735.00,Low,true
13,VISAKHAPATNAM,ANDHRA PRADESH,50.603161397670554,40.26622296173044,45.4346921797005,Medium,Health-driven,95.30,76.50,77.80,64.90,67.70,77.50,95.30,87.10,31.00,21.50,33.50,72.60,1.11,25.37,15.48,-0.21,34,7.68,14.42,629.00,Medium,true
137,DAMAN,DADRA AND NAGAR HAVELI & DAMAN AND DIU,42.637271214642254,77.34331669439821,59.99029395452023,Medium,Education-driven,97.40,78.30,67.10,32.90,88.06,100.00,100.00,98.70,30.00,25.20,29.30,82.50,0.55,25.37,10.39,-0.12,0,2.23,7.97,13.00,Medium,true
690,BIRBHUM,WEST BENGAL,31.156405990016637,46.81087077093733,38.98363838047698,Medium,Education-driven,90.30,81.60,55.00,37.70,70.90,70.40,99.50,91.50,37.00,25.50,41.80,76.50,1.21,25.27,13.35,-0.30,47,29.50,6.92,887.00,Medium,true
622,ETAH,UTTAR PRADESH,24.0432612312812,55.21353300055463,39.62839711591791,Medium,Education-driven,76.70,55.50,62.70,12.80,73.27,32.30,99.40,96.50,48.80,15.00,30.60,77.40,0.44,25.24,21.49,-0.06,32,15.84,0.01,760.00,Medium,true
152,GANDHINAGAR,GUJARAT,37.52079866888519,75.01386577925679,56.26733222407099,Medium,Education-driven,97.80,77.70,84.60,29.70,85.78,100.00,100.00,100.00,38.10,30.60,44.60,81.20,0.90,25.23,16.22,-0.20,-3,7.80,1.31,58.00,Medium,true
